,carat,cut,color,clarity,depth,table,x,y,z
3522,1.0,3,7,1.5,62.5,58.0,6.35,6.44,4.0
3523,1.55,4,1,2.5,60.7,59.0,7.5,7.47,4.54
3524,0.3,4,7,2.0,61.7,60.0,4.28,4.25,2.63
3525,0.41,4,3,2.0,61.4,60.0,4.78,4.73,2.92
3526,0.3,5,6,3.5,60.9,57.0,4.32,4.35,2.64
3527,0.9,2,1,2.0,64.3,63.0,6.05,6.01,3.88
3528,0.43,4,5,2.0,60.6,59.0,4.87,4.84,2.94
3529,0.66,2,5,2.0,60.4,60.1,5.59,5.65,3.39
3530,0.71,3,4,2.5,63.3,56.0,5.67,5.74,3.61
3531,0.24,2,5,3.5,65.0,58.0,3.89,3.93,2.54
3532,0.5,2,6,2.0,63.7,59.0,5.07,5.01,3.21
3533,0.7,1,2,2.5,66.1,56.0,5.53,5.48,3.64
3534,0.9,3,1,4.0,60.4,60.0,6.23,6.28,3.78
3535,0.43,5,6,1.5,62.1,56.0,4.84,4.85,3.01
3536,0.9,2,1,2.0,63.2,60.0,6.09,6.12,3.86
3537,0.24,3,5,4.0,61.8,59.0,3.93,4.0,2.45
3538,0.74,4,5,2.0,60.7,59.0,5.85,5.82,3.54
3539,0.73,5,6,1.5,60.4,56.0,5.81,5.89,3.54
3540,0.79,2,5,2.0,58.1,59.0,6.06,6.13,3.54
3541,0.85,3,7,1.5,61.4,60.0,6.05,6.13,3.74
3542,0.32,3,7,2.5,62.0,57.0,4.38,4.42,2.73
3543,0.55,3,5,3.5,63.1,56.0,5.19,5.23,3.29
3544,0.37,3,6,3.5,59.7,61.0,4.67,4.71,2.8
3545,0.7,3,4,2.5,63.3,56.0,5.63,5.59,3.55
3546,0.79,3,6,2.0,63.3,56.3,5.85,5.88,3.71
3547,1.52,5,1,2.0,61.9,56.0,7.37,7.41,4.57
3548,1.61,5,6,1.5,61.6,56.0,7.54,7.62,4.67
3549,0.9,2,3,2.5,63.1,60.0,6.08,6.12,3.85
3550,0.72,3,2,2.5,63.3,57.0,5.66,5.72,3.6
3551,0.42,3,4,2.0,63.1,56.0,4.79,4.75,3.01
3552,1.02,5,6,1.5,62.4,55.0,6.47,6.44,4.03
3553,0.77,4,4,2.5,61.2,58.0,5.9,5.93,3.62
3554,0.52,4,7,2.5,62.4,58.0,5.13,5.09,3.19
3555,0.54,5,4,3.5,61.9,55.0,5.2,5.3,3.25
3556,1.02,3,5,1.5,60.3,59.0,6.5,6.53,3.93
3557,0.27,5,4,2.5,61.4,55.0,4.19,4.21,2.58
3558,1.65,3,1,2.0,61.5,58.0,7.49,7.62,4.65
3559,1.3,3,4,3.0,62.5,57.0,6.92,6.96,4.34
3560,0.7,5,5,4.0,62.4,55.0,5.63,5.71,3.54
3561,1.01,4,3,1.5,62.0,60.0,6.39,6.25,3.92
3562,1.52,3,4,2.5,62.9,60.0,7.28,7.31,4.59
3563,1.01,5,6,3.5,62.0,56.0,6.43,6.35,4.01
3564,1.1,5,6,1.0,61.9,56.0,6.63,6.59,4.09
3565,1.22,3,3,3.0,62.4,59.0,6.91,6.85,4.29
3566,0.3,3,4,4.0,61.3,56.0,4.34,4.37,2.67
3567,0.8,4,5,3.0,60.5,59.0,6.0,6.03,3.64
3568,0.9,3,7,2.0,62.4,63.0,6.18,6.15,3.85
3569,1.3,5,5,3.5,62.1,55.0,7.04,6.96,4.35
3570,0.31,5,6,4.0,59.7,60.0,4.41,4.43,2.64
3571,0.42,5,7,2.5,62.6,56.0,4.76,4.8,2.99
3572,1.09,5,3,2.0,62.4,55.0,6.68,6.59,4.14
3573,0.56,3,5,3.0,58.2,60.0,5.38,5.41,3.14
3574,0.38,5,2,2.0,61.5,56.0,4.67,4.7,2.88
3575,0.65,2,4,3.0,60.0,60.4,5.6,5.7,3.39
3576,1.13,5,5,2.0,59.7,57.0,6.82,6.79,4.06
3577,1.01,5,3,2.0,61.0,56.0,6.48,6.43,3.94
3578,0.91,2,5,2.0,63.7,58.0,6.1,6.17,3.91
3579,1.17,2,7,1.5,57.4,59.0,7.02,6.95,4.01
3580,0.52,4,4,2.5,61.7,58.0,5.16,5.14,3.18
3581,0.46,3,7,2.5,63.4,59.0,4.88,4.83,3.08
3582,0.33,5,5,1.5,61.4,57.0,4.44,4.48,2.74
3583,0.3,5,4,2.5,62.0,54.0,4.33,4.35,2.69
3584,1.21,5,5,3.0,62.2,54.9,6.79,6.84,4.24
3585,1.27,5,3,2.0,59.8,57.0,7.08,7.01,4.22
3586,0.31,4,3,4.0,61.9,58.0,4.34,4.32,2.68
3587,1.51,2,4,5.0,62.8,60.0,7.18,7.24,4.53
3588,0.57,5,4,2.5,60.2,59.0,5.38,5.42,3.25
3589,1.01,2,7,1.5,63.9,57.0,6.36,6.29,4.04
3590,1.11,2,1,2.0,63.6,58.0,6.57,6.48,4.15
3591,1.01,5,5,1.5,62.4,56.0,6.44,6.38,4.0
3592,0.55,4,5,2.0,61.9,59.0,5.29,5.24,3.26
3593,0.3,3,6,4.0,60.5,57.0,4.37,4.39,2.65
3594,0.71,3,7,3.0,64.1,57.0,5.64,5.66,3.62
3595,0.34,3,4,2.5,61.2,62.0,4.44,4.48,2.73
3596,1.05,5,5,4.0,61.6,55.0,6.57,6.53,4.04
3597,2.07,5,4,1.5,62.0,55.0,8.23,8.13,5.07
3598,0.54,4,7,2.0,62.3,60.0,5.18,5.22,3.24
3599,1.03,1,6,2.0,65.1,58.0,6.35,6.24,4.1
3600,0.51,2,6,2.0,63.9,54.0,5.05,5.09,3.24
3601,2.59,5,1,3.0,61.7,56.0,8.83,8.77,5.43
3602,1.11,2,2,3.0,59.2,64.0,6.8,6.77,4.02
3603,0.32,3,6,2.0,63.1,56.0,4.39,4.36,2.76
3604,0.52,3,5,2.0,62.6,58.0,5.11,5.14,3.21
3605,0.7,4,7,2.0,58.2,60.0,5.79,5.75,3.36
3606,0.53,3,7,2.0,61.2,54.0,5.23,5.26,3.21
3607,1.51,5,4,2.0,62.4,56.0,7.36,7.33,4.59
3608,1.74,5,4,2.5,62.9,57.0,7.68,7.64,4.82
3609,0.59,2,5,2.0,59.1,58.0,5.46,5.5,3.24
3610,1.01,2,4,2.5,57.5,62.0,6.58,6.53,3.77
3611,1.08,5,3,1.5,59.3,57.0,6.74,6.71,3.99
3612,1.14,5,3,2.0,62.3,56.0,6.72,6.69,4.18
3613,0.71,5,5,2.5,62.2,56.0,5.74,5.71,3.56
3614,1.16,5,4,4.0,60.5,57.0,6.78,6.83,4.12
3615,1.04,5,3,2.5,60.7,56.0,6.56,6.61,4.0
3616,1.13,5,6,1.0,62.0,55.0,6.66,6.7,4.14
3617,1.02,3,2,2.5,59.3,59.0,6.57,6.62,3.91
3618,0.52,4,4,3.5,61.8,59.0,5.16,5.13,3.18
3619,0.35,2,6,2.5,57.8,60.0,4.64,4.67,2.69
3620,0.5,4,6,2.0,62.4,60.0,4.98,4.96,3.1
3621,1.24,5,5,1.5,61.7,57.0,6.91,6.86,4.25
3622,0.41,4,7,1.5,62.0,58.0,4.78,4.74,2.95
3623,0.72,4,4,2.5,62.3,57.0,5.74,5.69,3.56
3624,1.01,4,3,2.5,58.1,60.0,6.61,6.55,3.82
3625,0.52,3,6,1.5,62.9,56.0,5.08,5.12,3.21
3626,0.9,2,4,1.5,63.8,56.0,6.13,6.16,3.92
3627,0.77,3,6,3.0,62.0,56.0,5.88,5.92,3.66
3628,0.9,2,7,2.0,63.6,63.0,6.07,6.03,3.85
3629,0.6,2,4,2.5,59.8,61.9,5.45,5.5,3.27
3630,0.38,3,6,4.0,62.4,57.0,4.62,4.71,2.91
3631,0.5,5,5,3.5,62.2,54.0,5.11,5.09,3.17
3632,1.13,4,5,1.5,58.3,61.0,6.88,6.78,3.98
3633,0.77,5,6,2.0,61.6,57.0,5.91,5.87,3.63
3634,1.24,4,3,3.0,62.2,59.0,6.83,6.9,4.27
3635,0.33,5,3,2.5,60.7,57.0,4.46,4.5,2.72
3636,1.01,2,2,2.5,62.5,59.0,6.3,6.37,3.96
3637,0.3,3,5,2.0,63.5,59.0,4.22,4.19,2.67
3638,1.2,5,4,4.0,62.2,57.0,6.77,6.81,4.22
3639,0.7,3,6,2.0,63.5,56.0,5.65,5.68,3.6
3640,1.0,1,6,1.5,66.6,59.0,6.07,6.01,4.02
3641,0.41,5,3,3.0,61.9,56.0,4.75,4.78,2.95
3642,0.51,2,5,2.5,63.1,59.0,5.04,5.1,3.2
3643,0.56,4,7,2.0,60.8,60.0,5.29,5.31,3.22
3644,0.7,5,5,2.0,61.8,56.0,5.68,5.75,3.53
3645,0.52,4,4,3.5,61.2,59.0,5.14,5.16,3.15
3646,0.3,3,2,3.5,62.1,56.0,4.27,4.31,2.66
3647,0.31,5,4,3.0,62.3,54.0,4.35,4.38,2.72
3648,0.55,5,4,2.5,61.2,56.8,5.28,5.31,3.24
3649,1.01,2,6,2.0,64.1,62.0,6.26,6.19,3.99
3650,0.51,3,5,3.5,60.3,55.0,5.22,5.26,3.16
3651,0.26,5,5,5.0,62.0,56.0,4.07,4.1,2.53
3652,2.01,4,2,1.5,63.0,59.0,8.04,7.97,5.04
3653,1.0,1,5,2.5,64.7,59.0,6.22,6.15,4.0
3654,0.71,3,1,2.0,61.0,61.0,5.66,5.71,3.47
3655,0.3,5,6,4.0,62.0,57.0,4.27,4.31,2.66
3656,0.91,2,4,3.0,63.6,60.0,6.11,6.03,3.86
3657,1.07,3,5,5.0,59.4,59.0,6.64,6.7,3.96
3658,0.53,5,5,2.0,62.4,57.0,5.18,5.21,3.24
3659,0.31,5,4,5.0,61.9,56.0,4.39,4.36,2.71
3660,0.32,5,3,2.5,62.0,54.0,4.41,4.43,2.74
3661,1.21,4,1,2.0,59.7,60.0,6.9,6.93,4.13
3662,0.7,4,6,2.5,59.3,60.0,5.78,5.73,3.41
3663,1.03,5,6,2.0,62.0,57.0,6.47,6.44,4.0
3664,0.4,5,4,4.0,62.4,57.0,4.78,4.74,2.97
3665,0.68,2,1,3.0,61.6,65.0,5.63,5.57,3.45
3666,0.33,5,5,2.5,61.9,55.0,4.46,4.43,2.75
3667,0.31,2,5,3.5,63.6,55.0,4.33,4.29,2.74
3668,1.01,2,7,2.5,62.5,62.0,6.26,6.34,3.94
3669,1.01,3,3,2.0,62.3,63.0,6.3,6.23,3.9
3670,1.26,5,7,2.5,62.5,57.0,6.9,6.85,4.3
3671,0.4,5,6,3.0,62.2,55.0,4.76,4.72,2.95
3672,0.3,4,7,2.0,62.0,60.0,4.26,4.29,2.65
3673,0.31,5,6,3.5,61.6,55.0,4.38,4.35,2.69
3674,1.07,5,2,3.0,62.2,58.0,6.52,6.57,4.07
3675,0.32,5,4,5.0,61.4,55.0,4.42,4.44,2.72
3676,0.28,3,6,3.5,59.1,59.0,4.27,4.33,2.54
3677,1.2,4,1,2.5,60.8,60.0,6.85,6.89,4.18
3678,2.01,1,2,1.0,55.9,64.0,8.48,8.39,4.71
3679,0.34,5,7,4.0,61.7,56.0,4.46,4.48,2.76
3680,2.01,4,2,2.5,62.6,59.0,8.04,8.01,5.02
3681,0.3,2,6,3.5,63.0,58.0,4.27,4.34,2.71
3682,0.23,3,6,3.0,62.8,55.0,3.88,3.9,2.44
3683,1.01,2,6,1.5,63.2,59.0,6.34,6.38,4.02
3684,0.9,4,4,1.5,58.3,60.0,6.39,6.33,3.71
3685,1.07,5,5,1.5,61.6,57.0,6.56,6.53,4.03
3686,0.3,3,3,2.0,62.9,57.0,4.28,4.31,2.7
3687,0.3,3,7,1.5,63.3,57.0,4.3,4.26,2.71
3688,1.0,4,1,1.0,58.3,58.0,6.61,6.51,3.82
3689,0.32,3,5,3.0,62.2,55.0,4.37,4.39,2.72
3690,0.3,3,3,4.0,62.2,58.0,4.26,4.29,2.66
3691,0.71,2,4,2.0,63.9,56.0,5.62,5.59,3.58
3692,0.7,2,1,2.5,63.2,61.0,5.59,5.62,3.54
3693,1.0,4,3,2.5,60.7,60.0,6.55,6.49,3.96
3694,0.34,4,2,2.0,60.0,58.0,4.51,4.55,2.72
3695,0.42,3,3,3.5,62.4,55.0,4.78,4.81,2.99
3696,0.71,5,3,1.5,62.7,57.0,5.66,5.69,3.56
3697,0.54,3,3,2.5,62.6,58.0,5.16,5.19,3.24
3698,2.24,5,5,1.5,60.3,59.0,8.47,8.5,5.12
3699,1.39,5,4,5.0,60.6,55.0,7.27,7.21,4.39
3700,1.11,4,3,1.5,61.6,60.0,6.6,6.67,4.09
3701,1.12,5,3,1.5,61.4,56.0,6.69,6.66,4.1
3702,0.38,3,5,2.5,60.9,56.0,4.67,4.72,2.86
3703,1.04,4,7,3.0,62.3,59.0,6.48,6.39,4.01
3704,0.71,5,5,3.0,61.4,57.0,5.72,5.73,3.52
3705,0.59,5,4,3.5,61.0,57.0,5.44,5.41,3.31
3706,0.35,5,7,3.0,60.1,57.0,4.58,4.61,2.76
3707,0.75,4,5,1.5,60.9,58.0,5.88,5.91,3.59
3708,0.31,5,7,2.0,62.6,56.0,4.36,4.33,2.72
3709,0.64,5,6,2.5,62.0,55.0,5.52,5.55,3.43
3710,0.24,3,6,4.0,63.1,55.0,3.96,4.0,2.51
3711,2.01,5,2,2.0,62.8,57.0,8.04,7.98,5.03
3712,0.51,4,6,1.5,62.7,52.0,5.15,5.12,3.22
3713,1.04,4,7,5.0,60.6,56.0,6.6,6.54,3.98
3714,0.98,4,2,1.0,59.6,60.0,6.43,6.3,3.79
3715,1.58,3,5,2.5,59.9,61.0,7.5,7.6,4.52
3716,0.38,5,6,3.5,62.4,56.0,4.69,4.63,2.91
3717,0.51,5,7,2.5,62.5,56.0,5.13,5.11,3.2
3718,0.3,3,3,4.0,62.0,59.0,4.26,4.29,2.65
3719,0.72,4,7,1.5,60.2,56.0,5.85,5.82,3.51
3720,1.12,3,3,2.0,63.1,56.0,6.62,6.59,4.17
3721,1.21,3,2,2.0,60.6,56.0,6.89,6.97,4.2
3722,0.77,5,7,2.0,62.6,57.0,5.81,5.92,3.67
3723,0.9,2,4,2.0,62.5,62.0,6.04,6.09,3.79
3724,0.9,4,4,1.5,59.5,61.0,6.33,6.28,3.75
3725,0.38,5,5,4.0,60.9,57.0,4.73,4.69,2.87
3726,0.54,5,5,2.5,60.3,55.0,5.32,5.26,3.19
3727,1.14,5,4,3.0,60.9,57.0,6.7,6.82,4.12
3728,0.5,4,5,2.5,62.8,61.0,5.07,5.03,3.17
3729,0.7,3,3,2.0,62.9,56.0,5.64,5.68,3.56
3730,0.7,4,5,2.5,62.2,59.0,5.68,5.64,3.52
3731,0.71,5,5,3.0,60.9,57.0,5.76,5.78,3.51
3732,1.51,4,3,2.5,58.7,61.0,7.51,7.45,4.39
3733,0.73,3,4,3.5,61.4,58.0,5.83,5.86,3.59
3734,1.01,5,2,1.0,61.6,56.0,6.45,6.43,3.97
3735,1.0,3,5,1.5,61.6,62.0,6.3,6.37,3.9
3736,2.01,4,4,2.0,60.3,59.0,8.23,8.15,4.94
3737,1.51,3,2,1.5,63.1,60.0,7.19,7.13,4.52
3738,0.33,3,4,3.5,61.4,55.0,4.46,4.5,2.75
3739,0.91,3,6,1.5,62.4,58.0,6.11,6.14,3.82
3740,1.21,5,2,1.5,60.6,56.0,6.92,6.94,4.2
3741,1.0,1,5,1.5,59.0,67.0,6.48,6.41,3.8
3742,0.73,5,4,3.5,61.0,56.0,5.82,5.86,3.56
3743,1.04,2,1,2.5,57.4,60.0,6.76,6.72,3.87
3744,0.9,3,2,2.5,63.4,57.0,6.07,6.1,3.86
3745,1.54,3,2,1.5,63.3,60.0,7.34,7.31,4.64
3746,0.9,3,3,2.5,62.3,59.0,6.13,6.17,3.83
3747,0.32,5,6,3.0,61.6,57.0,4.39,4.35,2.69
3748,1.03,5,3,2.0,62.4,56.0,6.45,6.5,4.04
3749,0.51,2,6,3.0,61.3,63.0,5.11,5.16,3.15
3750,0.9,2,4,2.0,57.8,58.0,6.42,6.38,3.7
3751,0.91,2,6,2.0,63.5,57.0,6.07,6.11,3.87
3752,0.71,5,4,3.5,60.7,57.0,5.81,5.78,3.52
3753,0.5,5,7,1.5,62.8,56.0,5.06,5.03,3.17
3754,0.32,4,7,2.5,60.3,60.0,4.42,4.44,2.67
3755,1.07,5,3,1.5,62.4,55.0,6.56,6.59,4.1
3756,0.32,5,4,2.0,61.8,55.0,4.4,4.43,2.73
3757,1.2,5,4,1.5,62.2,56.0,6.84,6.74,4.22
3758,0.32,5,5,4.0,62.6,56.0,4.37,4.41,2.75
3759,0.51,4,6,2.5,60.3,59.0,5.2,5.22,3.14
3760,0.71,5,5,2.5,62.3,57.0,5.69,5.74,3.56
3761,0.76,2,5,2.0,57.9,56.0,6.08,6.0,3.5
3762,1.0,3,2,3.0,60.8,59.0,6.39,6.44,3.9
3763,0.54,5,5,2.5,62.2,57.0,5.24,5.21,3.25
3764,0.34,5,3,3.0,62.4,55.0,4.48,4.5,2.8
3765,1.2,4,4,1.5,59.9,59.0,6.92,6.98,4.16
3766,1.62,3,5,2.5,63.2,56.0,7.54,7.43,4.73
3767,0.9,5,4,1.5,62.7,53.0,6.18,6.22,3.89
3768,2.16,4,1,4.0,61.5,58.0,8.36,8.26,5.11
3769,0.41,5,7,3.0,62.4,56.0,4.75,4.8,2.98
3770,1.52,4,5,1.5,60.7,61.0,7.47,7.36,4.5
3771,0.72,5,6,2.5,61.5,56.0,5.77,5.81,3.56
3772,1.01,2,5,1.5,64.3,57.0,6.32,6.25,4.04
3773,1.5,3,1,3.0,63.3,57.0,7.24,7.2,4.57
3774,0.41,5,6,3.5,61.6,56.0,4.8,4.78,2.95
3775,1.74,3,7,2.0,61.9,58.0,7.74,7.79,4.81
3776,1.0,2,2,2.0,64.3,57.0,6.29,6.25,4.03
3777,0.58,4,6,2.0,60.7,61.0,5.47,5.27,3.28
3778,0.41,5,3,2.0,61.3,55.0,4.81,4.85,2.96
3779,0.8,5,3,5.0,62.4,54.0,5.93,5.99,3.72
3780,0.4,5,6,3.5,62.1,55.0,4.74,4.76,2.95
3781,0.43,2,6,2.0,63.4,56.0,4.77,4.79,3.03
3782,1.1,4,5,2.0,59.5,59.0,6.77,6.7,4.01
3783,0.32,5,2,4.0,62.4,55.0,4.38,4.34,2.72
3784,0.57,5,6,2.0,60.8,55.0,5.39,5.41,3.28
3785,0.5,5,3,2.5,62.6,52.0,5.06,5.09,3.18
3786,0.57,5,4,3.0,62.0,55.0,5.29,5.35,3.3
3787,1.02,4,4,2.5,60.5,54.0,6.57,6.48,3.95
3788,0.9,3,7,1.5,62.9,59.0,6.06,6.15,3.84
3789,0.3,4,4,3.5,62.6,58.0,4.28,4.25,2.67
3790,0.71,5,7,2.0,61.7,57.0,5.75,5.7,3.53
3791,0.92,4,6,1.5,61.7,59.0,6.18,6.27,3.84
3792,1.02,5,4,2.0,62.8,57.0,6.38,6.35,4.0
3793,1.2,5,4,3.0,62.0,57.0,6.81,6.78,4.21
3794,0.72,2,2,2.5,60.1,60.5,5.76,5.85,3.48
3795,0.4,2,4,2.5,63.5,56.0,4.68,4.7,2.98
3796,1.0,4,5,2.5,60.6,59.0,6.5,6.46,3.93
3797,0.51,5,4,3.5,60.1,56.0,5.19,5.22,3.13
3798,1.58,4,4,3.5,62.4,56.0,7.5,7.4,4.65
3799,0.3,5,4,3.5,62.7,57.0,4.26,4.32,2.69
3800,1.0,4,4,1.5,62.7,59.0,6.3,6.36,3.97
3801,1.07,5,6,1.5,62.2,55.0,6.54,6.58,4.08
3802,0.24,5,5,4.0,61.8,59.0,4.0,4.03,2.48
3803,0.79,5,6,2.5,59.3,57.0,6.02,6.06,3.58
3804,1.09,3,5,2.5,61.4,54.0,6.66,6.7,4.1
3805,0.7,4,6,2.0,61.0,57.0,5.73,5.68,3.48
3806,1.0,4,7,3.5,63.0,59.0,6.38,6.35,4.01
3807,1.2,3,5,2.5,61.1,58.0,6.82,6.86,4.18
3808,0.31,5,2,3.5,61.6,57.0,4.35,4.39,2.69
3809,0.73,4,5,2.0,62.2,56.0,5.79,5.73,3.58
3810,0.53,5,6,2.5,62.0,56.0,5.16,5.2,3.21
3811,0.34,3,6,1.5,62.9,56.0,4.45,4.48,2.81
3812,1.82,3,4,1.5,61.3,58.0,7.83,7.94,4.83
3813,0.36,4,5,2.5,62.0,59.0,4.56,4.51,2.81
3814,0.41,4,6,2.0,61.0,61.0,4.77,4.74,2.9
3815,0.4,5,1,3.0,60.4,56.0,4.77,4.8,2.89
3816,0.41,5,4,4.0,62.1,54.0,4.79,4.84,2.99
3817,1.5,1,3,1.0,66.6,54.0,7.05,7.01,4.68
3818,0.7,3,3,3.0,61.2,55.0,5.68,5.72,3.49
3819,1.13,4,4,3.5,61.4,58.0,6.68,6.73,4.12
3820,0.62,5,5,2.0,62.7,54.0,5.47,5.53,3.45
3821,0.9,2,6,2.0,63.9,57.0,6.12,6.08,3.9
3822,0.31,5,2,2.5,62.0,54.0,4.37,4.4,2.72
3823,1.11,3,6,1.5,60.0,61.0,6.66,6.71,4.01
3824,0.36,5,6,2.5,61.1,56.0,4.63,4.6,2.82
3825,1.51,5,4,3.0,60.8,54.0,7.4,7.48,4.52
3826,0.81,5,2,2.0,62.2,57.0,5.95,5.98,3.71
3827,0.91,3,4,3.0,63.2,58.0,6.15,6.07,3.86
3828,0.77,3,1,2.5,62.1,62.0,5.82,5.87,3.63
3829,1.02,4,6,4.0,61.5,59.0,6.46,6.41,3.96
3830,0.32,5,7,2.5,62.1,54.0,4.46,4.4,2.75
3831,0.55,5,5,2.5,61.3,54.0,5.27,5.33,3.25
3832,0.23,3,7,4.0,62.4,58.0,3.91,3.97,2.46
3833,1.1,4,3,1.5,59.2,59.0,6.8,6.74,4.01
3834,0.42,4,4,2.0,62.7,59.0,4.75,4.72,2.97
3835,1.78,4,3,1.5,59.1,60.0,7.93,7.87,4.67
3836,0.39,5,5,2.0,60.1,58.0,4.74,4.78,2.86
3837,0.3,4,5,3.0,61.5,59.0,4.31,4.33,2.66
3838,0.33,5,3,3.0,61.7,54.0,4.45,4.47,2.75
3839,0.7,3,6,1.5,60.4,59.0,5.7,5.75,3.46
3840,1.02,3,3,1.5,62.6,57.0,6.42,6.46,4.03
3841,0.54,4,3,3.0,60.8,61.0,5.29,5.23,3.2
3842,1.5,5,3,3.0,62.4,56.0,7.29,7.34,4.57
3843,0.9,4,4,2.0,60.2,59.0,6.27,6.23,3.76
3844,0.42,2,6,3.5,61.9,61.0,4.72,4.78,2.94
3845,0.77,4,5,2.5,62.1,59.0,5.85,5.87,3.64
3846,0.33,3,2,2.0,63.0,57.0,4.37,4.39,2.76
3847,1.01,5,1,1.5,61.6,55.0,6.45,6.5,3.99
3848,0.42,3,7,1.5,58.6,58.0,4.91,4.98,2.9
3849,0.56,2,5,3.0,63.2,61.0,5.2,5.28,3.3
3850,0.61,5,4,3.0,62.6,55.0,5.46,5.43,3.41
3851,0.57,5,7,2.5,61.7,56.0,5.3,5.37,3.29
3852,0.36,5,1,2.0,62.3,53.0,4.59,4.62,2.87
3853,0.3,4,3,3.5,62.4,58.0,4.3,4.26,2.67
3854,1.0,4,6,2.0,61.7,58.0,6.42,6.35,3.94
3855,0.9,4,6,1.5,59.5,61.0,6.3,6.24,3.73
3856,1.01,2,3,2.5,60.8,61.0,6.43,6.5,3.93
3857,0.36,3,4,3.0,61.4,55.0,4.63,4.65,2.85
3858,0.79,4,6,2.5,59.4,60.0,6.08,6.05,3.6
3859,0.5,3,5,2.5,62.8,56.0,5.05,5.07,3.18
3860,0.23,3,6,4.0,61.1,60.0,3.95,4.01,2.43
3861,1.5,3,4,2.0,62.1,58.0,7.26,7.3,4.52
3862,1.09,4,4,1.5,61.3,60.0,6.66,6.59,4.06
3863,0.3,2,7,2.0,63.4,56.0,4.26,4.29,2.71
3864,1.32,5,2,4.0,61.0,56.0,7.09,7.07,4.32
3865,0.32,5,4,4.0,61.9,56.0,4.39,4.4,2.72
3866,0.49,3,7,2.5,64.0,53.0,4.94,4.99,3.18
3867,1.08,5,4,3.0,61.8,58.0,6.56,6.58,4.06
3868,2.34,4,2,1.0,61.5,60.0,8.47,8.43,5.2
3869,0.9,3,5,2.0,63.3,57.0,6.1,6.16,3.88
3870,2.08,5,3,2.0,61.7,58.0,8.13,8.21,5.04
3871,0.74,3,6,1.5,59.9,59.0,5.93,5.95,3.56
3872,0.31,5,3,3.5,62.4,56.0,4.38,4.34,2.72
3873,0.6,3,5,2.0,60.3,59.0,5.42,5.5,3.29
3874,1.2,4,4,3.0,60.2,60.0,7.0,6.91,4.19
3875,0.43,1,3,2.0,62.7,66.0,4.78,4.72,2.98
3876,1.53,4,2,2.0,62.9,59.0,7.36,7.32,4.62
3877,0.28,3,4,3.5,62.5,53.0,4.18,4.21,2.62
3878,0.32,5,6,2.5,62.3,54.0,4.37,4.4,2.73
3879,1.63,4,4,2.0,61.0,59.0,7.64,7.58,4.64
3880,0.42,5,4,2.5,60.8,57.0,4.82,4.85,2.94
3881,1.38,5,1,2.0,61.8,56.0,7.17,7.14,4.42
3882,0.51,5,5,2.5,60.6,56.0,5.17,5.19,3.14
3883,1.51,5,5,3.0,62.1,56.0,7.38,7.34,4.57
3884,1.06,3,3,1.5,61.7,59.5,6.51,6.53,4.02
3885,0.58,5,6,3.0,60.6,57.0,5.4,5.45,3.29
3886,0.32,5,4,2.5,61.8,57.0,4.42,4.38,2.72
3887,0.81,4,5,2.0,61.2,56.0,6.03,6.0,3.68
3888,0.53,5,6,2.5,62.8,55.0,5.21,5.17,3.26
3889,0.32,5,6,3.0,59.9,55.0,4.49,4.46,2.68
3890,0.77,5,7,2.5,61.3,56.0,5.87,5.9,3.61
3891,0.71,2,3,2.0,57.9,62.0,5.82,5.86,3.38
3892,1.5,4,5,1.5,60.8,59.0,7.36,7.3,4.46
3893,0.71,5,5,3.5,62.6,56.0,5.7,5.65,3.55
3894,1.51,4,4,2.5,61.1,58.0,7.42,7.38,4.45
3895,0.32,5,4,3.5,61.6,55.0,4.42,4.41,2.72
3896,0.32,5,4,4.0,61.7,56.0,4.39,4.42,2.72
3897,0.52,5,4,3.0,61.1,55.0,5.15,5.19,3.16
3898,1.6,4,1,3.0,61.3,59.0,7.52,7.49,4.6
3899,0.44,5,3,5.0,61.9,54.0,4.9,4.95,3.05
3900,0.32,4,4,3.0,62.1,55.0,4.44,4.41,2.75
3901,0.72,3,7,2.5,62.1,59.0,5.7,5.73,3.55
3902,2.18,3,2,1.5,61.4,59.5,8.31,8.37,5.12
3903,0.41,5,5,3.0,62.0,57.0,4.73,4.76,2.94
3904,0.84,3,7,2.0,59.9,54.0,6.2,6.23,3.72
3905,0.52,5,6,2.5,62.2,55.0,5.16,5.22,3.23
3906,0.56,5,2,4.0,62.0,57.0,5.33,5.29,3.29
3907,0.9,4,7,1.5,63.0,58.0,6.16,6.12,3.87
3908,1.04,3,4,1.5,62.6,58.0,6.42,6.49,4.04
3909,0.45,4,7,3.5,59.8,59.0,5.01,4.85,2.96
3910,1.01,3,3,2.0,63.1,59.0,6.36,6.32,4.0
3911,0.53,4,6,4.0,60.8,59.0,5.23,5.17,3.16
3912,0.33,5,6,3.0,61.7,54.0,4.45,4.47,2.75
3913,0.72,5,3,1.5,61.3,56.0,5.75,5.77,3.53
3914,2.26,3,3,1.5,63.3,59.0,8.35,8.26,5.25
3915,1.51,2,6,1.0,57.5,59.0,7.56,7.51,4.33
3916,0.51,2,7,2.5,63.5,56.0,5.04,5.1,3.22
3917,0.35,5,5,2.5,61.5,57.0,4.52,4.56,2.79
3918,0.51,5,4,4.0,61.9,53.0,5.14,5.2,3.2
3919,0.28,4,6,3.5,60.1,59.0,4.22,4.26,2.55
3920,0.54,4,6,3.0,61.3,56.0,5.27,5.23,3.22
